0, -0.295202, 0.836746, -0.461206, 0.000000, 0.875369, 0.430302, 0.220386, 0.000000, 0.382865, -0.338667, -0.859487, 0.000000, 0.123365, -0.066126, 0.605383, 1.000000
1, -0.166075, 0.736947, -0.655232, 0.000000, 0.984858, 0.090441, -0.147902, 0.000000, -0.049736, -0.669873, -0.740808, 0.000000, 0.142398, 0.027710, 0.599760, 1.000000
2, -0.478256, 0.819886, 0.314734, 0.000000, 0.563746, 0.011815, 0.825864, 0.000000, 0.673396, 0.572404, -0.467858, 0.000000, 0.214558, -0.114850, 0.634959, 1.000000
3, -0.545859, 0.612252, -0.572002, 0.000000, 0.731072, 0.014491, -0.682147, 0.000000, -0.409356, -0.790530, -0.455510, 0.000000, 0.324804, 0.038476, 0.718450, 1.000000
4, 0.351562, 0.397939, -0.847378, 0.000000, 0.934019, -0.210342, 0.288729, 0.000000, -0.063343, -0.892973, -0.445631, 0.000000, 0.368374, 0.015428, 0.420972, 1.000000
5, 0.620568, 0.532718, -0.575419, 0.000000, 0.745060, -0.629373, 0.220852, 0.000000, -0.244501, -0.565775, -0.787476, 0.000000, 0.438902, 0.342456, 0.334252, 1.000000
6, 0.136556, 0.696694, -0.704252, 0.000000, 0.958624, -0.272187, -0.083387, 0.000000, -0.249783, -0.663726, -0.705036, 0.000000, 0.263541, 0.191970, 0.668338, 1.000000
7, -0.428880, 0.865121, 0.260053, 0.000000, 0.316352, -0.125810, 0.940262, 0.000000, 0.846158, 0.485528, -0.219726, 0.000000, 0.204218, -0.085794, 0.571216, 1.000000
8, -0.877375, 0.056363, 0.476484, 0.000000, 0.456641, -0.206752, 0.865293, 0.000000, 0.147284, 0.976768, 0.155662, 0.000000, 0.141542, -0.195602, 0.429625, 1.000000
9, -0.413864, 0.881605, -0.226910, 0.000000, 0.523721, 0.434461, 0.732775, 0.000000, 0.744602, 0.184432, -0.641523, 0.000000, 0.131740, -0.154203, 0.542148, 1.000000
10, -0.828158, 0.538591, -0.155156, 0.000000, 0.426764, 0.426467, -0.797495, 0.000000, -0.363355, -0.726667, -0.583034, 0.000000, 0.444503, -0.075248, 0.765420, 1.000000
11, -0.777789, -0.375096, 0.504329, 0.000000, 0.500500, -0.854990, 0.135983, 0.000000, 0.380190, 0.358183, 0.852737, 0.000000, 0.242216, -0.073166, 0.511487, 1.000000
12, -0.614124, 0.710048, 0.344505, 0.000000, 0.227692, -0.258551, 0.938780, 0.000000, 0.755651, 0.654969, -0.002890, 0.000000, 0.181625, 0.076138, 0.550143, 1.000000
13, -0.091440, 0.939666, -0.329647, 0.000000, 0.995548, 0.078663, -0.051924, 0.000000, -0.022860, -0.332927, -0.942675, 0.000000, 0.225351, 0.071067, 0.612525, 1.000000
14, -0.183901, 0.935070, -0.303025, 0.000000, 0.948146, 0.250053, 0.196194, 0.000000, 0.259227, -0.251232, -0.932568, 0.000000, 0.193457, 0.067444, 0.632902, 1.000000
15, 0.384922, 0.737998, -0.554251, 0.000000, 0.785289, 0.053643, 0.616802, 0.000000, 0.484930, -0.672667, -0.558893, 0.000000, 0.205287, 0.152402, 0.298652, 1.000000
16, 0.139509, 0.924016, 0.355995, 0.000000, 0.974491, -0.191939, 0.116307, 0.000000, 0.175799, 0.330688, -0.927222, 0.000000, 0.223282, 0.085762, 0.671256, 1.000000
17, 0.227197, 0.655963, 0.719787, 0.000000, 0.938035, -0.346007, 0.019240, 0.000000, 0.261672, 0.670814, -0.693928, 0.000000, 0.365413, -0.051546, 0.731843, 1.000000
